source,cid,category description,sub_batch_name
tb,50009843,粮油调味/速食/干货/烘焙>米/面粉/杂粮>其它粮食,食品
tb,50009841,粮油调味/速食/干货/烘焙>米/面粉/杂粮>玉米,食品
tb,50050579,粮油调味/速食/干货/烘焙>米/面粉/杂粮>杂粮组合,食品
tb,50025682,粮油调味/速食/干货/烘焙>南北干货/肉类干货(父级类目),食品
tb,50016820,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产(父级类目),食品
tb,50012194,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>百合干,食品
tb,201207302,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>豆制品干货,食品
tb,123120002,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>干黄花菜,食品
tb,201203503,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>干货粉条粉丝,食品
tb,50012188,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>桂圆干/龙眼,食品
tb,50012548,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>黑木耳,食品
tb,123158001,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>黑蒜,食品
tb,50050575,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>猴头菇,食品
tb,124710013,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>姬松茸,食品
tb,50012189,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>荔枝干,食品
tb,50009899,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>莲子,食品
tb,123160001,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>梅干菜,食品
tb,50012395,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>其它干货,食品
tb,50050576,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>松茸,食品
tb,123154002,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>笋干,食品
tb,50009778,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>香菇类,食品
tb,50012193,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>银耳/白木耳,食品
tb,50050577,粮油调味/速食/干货/烘焙>南北干货/肉类干货>干货/土特产>竹荪,食品
tb,50050573,粮油调味/速食/干货/烘焙>南北干货/肉类干货>熏腊/香肠/火腿制品(父级类目),食品
tb,50012383,粮油调味/速食/干货/烘焙>南北干货/肉类干货>熏腊/香肠/火腿制品>待加工香肠,食品
tb,50016816,粮油调味/速食/干货/烘焙>南北干货/肉类干货>熏腊/香肠/火腿制品>火腿,食品
tb,50012384,粮油调味/速食/干货/烘焙>南北干货/肉类干货>熏腊/香肠/火腿制品>腊/腌肉,食品
tb,50025695,粮油调味/速食/干货/烘焙>南北干货/肉类干货>熏腊/香肠/火腿制品>培根,食品
tb,50050574,粮油调味/速食/干货/烘焙>南北干货/肉类干货>熏腊/香肠/火腿制品>香肠/腊肠,食品
tb,50016443,粮油调味/速食/干货/烘焙>其他食品,食品
tb,50050378,粮油调味/速食/干货/烘焙>食用油/调味油(父级类目),食品
tb,50050391,粮油调味/速食/干货/烘焙>食用油/调味油>菜籽油,食品
tb,50050379,粮油调味/速食/干货/烘焙>食用油/调味油>大豆油,食品
tb,50050396,粮油调味/速食/干货/烘焙>食用油/调味油>橄榄油,食品
tb,50013185,粮油调味/速食/干货/烘焙>食用油/调味油>蚝油,食品
tb,50050385,粮油调味/速食/干货/烘焙>食用油/调味油>核桃油,食品
tb,50050382,粮油调味/速食/干货/烘焙>食用油/调味油>红花籽油,食品
tb,50050394,粮油调味/速食/干货/烘焙>食用油/调味油>花椒油,食品
tb,50050393,粮油调味/速食/干货/烘焙>食用油/调味油>花生油,食品
tb,50776032,粮油调味/速食/干货/烘焙>食用油/调味油>葵花籽油,食品
tb,50050390,粮油调味/速食/干货/烘焙>食用油/调味油>米糠油,食品
tb,50050388,粮油调味/速食/干货/烘焙>食用油/调味油>葡萄籽油,食品
tb,50009836,粮油调味/速食/干货/烘焙>食用油/调味油>其它,食品
tb,50050397,粮油调味/速食/干货/烘焙>食用油/调味油>山茶油,食品
tb,50050381,粮油调味/速食/干货/烘焙>食用油/调味油>调和油,食品
tb,50050383,粮油调味/速食/干货/烘焙>食用油/调味油>香油,食品
tb,50025676,粮油调味/速食/干货/烘焙>食用油/调味油>亚麻籽油/火麻油,食品
tb,50050395,粮油调味/速食/干货/烘焙>食用油/调味油>椰子油,食品
tb,50017141,粮油调味/速食/干货/烘焙>食用油/调味油>鱼露,食品
tb,50050380,粮油调味/速食/干货/烘焙>食用油/调味油>玉米油,食品
tb,50009821,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉(父级类目),食品
tb,50010891,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>豆腐乳,食品
tb,50017138,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>果酱,食品
tb,50009835,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>其它调味品,食品
tb,124326002,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>日常调味品(父级类目),食品
tb,50009828,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>日常调味品>醋制品,食品
tb,50009830,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>日常调味品>鸡精/味精,食品
tb,50009856,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>日常调味品>酱油,食品
tb,50009878,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>日常调味品>料酒,食品
tb,126462003,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>日常调味品>食盐,食品
tb,50009879,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>食糖,食品
tb,201196801,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>食用糖(父级类目),食品
tb,201234702,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>食用糖>白糖/黄糖/木糖醇/代糖,食品
tb,201241601,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>食用糖>冰糖,食品
tb,201236902,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>食用糖>果糖/糖浆/麦芽糖/糖膏,食品
tb,201234402,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>食用糖>红糖/黑糖/风味红糖,食品
tb,50009824,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>寿司料理/料理调料,食品
tb,50025222,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味酱(父级类目),食品
tb,50050640,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味酱>豆瓣酱/豆酱/黄豆酱,食品
tb,50050641,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味酱>番茄酱,食品
tb,123150002,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味酱>海鲜酱,食品
tb,50009823,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味酱>酱类调料,食品
tb,50050642,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味酱>辣椒酱,食品
tb,50009833,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味酱>沙拉/千岛/蛋黄酱,食品
tb,50017140,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味酱>虾酱/蟹酱,食品
tb,50009834,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味酱>鱼籽酱,食品
tb,50025674,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味料/复合调味品(父级类目),食品
tb,50009880,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味料/复合调味品>花椒/八角/桂皮,食品
tb,50009822,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味料/复合调味品>火锅调料,食品
tb,50009829,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味料/复合调味品>咖喱,食品
tb,50009827,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味料/复合调味品>辣椒类调料,食品
tb,50009825,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味料/复合调味品>其它调料,食品
tb,50009826,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味料/复合调味品>烧烤调料/腌料,食品
tb,123194003,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味料/复合调味品>汤类调料/冬阴功汤料,食品
tb,201169511,粮油调味/速食/干货/烘焙>调味品/果酱/沙拉>调味料/复合调味品>调味汁,食品
tb,50002766,零食/坚果/特产(父级类目),食品
tb,50010550,零食/坚果/特产>饼干/膨化(父级类目),食品
tb,50010511,零食/坚果/特产>饼干/膨化>饼干,食品
tb,124294001,零食/坚果/特产>饼干/膨化>饼干（新）(父级类目),食品
tb,124306001,零食/坚果/特产>饼干/膨化>饼干（新）>薄脆饼干,食品
tb,124300001,零食/坚果/特产>饼干/膨化>饼干（新）>蛋卷饼干,食品
tb,124292002,零食/坚果/特产>饼干/膨化>饼干（新）>蛋圆饼干,食品
tb,124606002,零食/坚果/特产>饼干/膨化>饼干（新）>发酵饼干,食品
tb,124304001,零食/坚果/特产>饼干/膨化>饼干（新）>夹心饼干,食品
tb,124314001,零食/坚果/特产>饼干/膨化>饼干（新）>其他/other,食品
tb,124302001,零食/坚果/特产>饼干/膨化>饼干（新）>曲奇饼干,食品
tb,124606001,零食/坚果/特产>饼干/膨化>饼干（新）>韧性饼干,食品
tb,124310001,零食/坚果/特产>饼干/膨化>饼干（新）>苏打饼干,食品
tb,124604001,零食/坚果/特产>饼干/膨化>饼干（新）>酥性饼干,食品
tb,124308001,零食/坚果/特产>饼干/膨化>饼干（新）>威化饼干,食品
tb,124312001,零食/坚果/特产>饼干/膨化>饼干（新）>压缩饼干,食品
tb,124296001,零食/坚果/特产>饼干/膨化>饼干（新）>燕麦巧克力饼干,食品
tb,124298001,零食/坚果/特产>饼干/膨化>饼干（新）>营养（消化）饼干,食品
tb,50010535,零食/坚果/特产>饼干/膨化>膨化食品,食品
tb,201160902,零食/坚果/特产>饼干/膨化>喜饼/诞生礼饼,食品
tb,50050691,零食/坚果/特产>饼干/膨化>喜蛋,食品
tb,123248003,零食/坚果/特产>豆干制品/蔬菜干(父级类目),食品
tb,123202003,零食/坚果/特产>豆干制品/蔬菜干>臭豆腐,食品
tb,123256001,零食/坚果/特产>豆干制品/蔬菜干>豆腐干,食品
tb,126492001,零食/坚果/特产>豆干制品/蔬菜干>面筋制品,食品
tb,123210006,零食/坚果/特产>豆干制品/蔬菜干>千张,食品
tb,124216008,零食/坚果/特产>豆干制品/蔬菜干>蔬菜干,食品
tb,123256002,零食/坚果/特产>豆干制品/蔬菜干>素鸡,食品
tb,123222004,零食/坚果/特产>豆干制品/蔬菜干>素肉,食品
tb,50552001,零食/坚果/特产>糕点/点心(父级类目),食品
tb,50010513,零食/坚果/特产>糕点/点心>传统糕点,食品
tb,127658020,零食/坚果/特产>糕点/点心>糯米制品,食品
tb,50012598,零食/坚果/特产>糕点/点心>西式糕点,食品
tb,50008062,零食/坚果/特产>糕点/点心>月饼,食品
tb,201223408,零食/坚果/特产>零食提货券(父级类目),食品
tb,201221107,零食/坚果/特产>零食提货券>月饼提货券,食品
tb,50013061,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干(父级类目),食品
tb,50013062,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>芭蕉干,食品
tb,50013102,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>槟榔,食品
tb,50013068,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>菠萝/凤梨干,食品
tb,50013063,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>菠萝蜜,食品
tb,50013064,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>草莓干,食品
tb,50013065,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>车厘子,食品
tb,50013066,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>陈皮,食品
tb,50013069,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>佛手果,食品
tb,50013103,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>橄榄,食品
tb,50013070,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>哈密瓜干,食品
tb,50013072,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>海棠果,食品
tb,50013073,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>黄皮,食品
tb,50013074,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>加应子/李子,食品
tb,50013075,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>金桔类制品,食品
tb,50013076,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>蓝莓,食品
tb,50013077,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>李子,食品
tb,50013078,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>榴莲干,食品
tb,50013079,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>罗汉果,食品
tb,123250002,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>蔓越莓干,食品
tb,50013080,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>芒果干,食品
tb,50013081,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>玫瑰花脯,食品
tb,50013082,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>梅类制品,食品
tb,50013100,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>猕猴桃干,食品
tb,50013083,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>木瓜,食品
tb,50013071,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>南瓜干,食品
tb,50013084,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>苹果干,食品
tb,50013085,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>葡萄干,食品
tb,50013086,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>桑椹干,食品
tb,50013087,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>山楂类制品,食品
tb,50013088,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>圣女果干,食品
tb,50013089,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>柿饼,食品
tb,50013090,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>蔬果干/混合冻干/混合果干,食品
tb,50013067,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>薯类制品,食品
tb,50013091,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>酸角,食品
tb,50013092,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>笋类制品,食品
tb,50013093,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>桃干,食品
tb,50013094,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>无花果干,食品
tb,50013152,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>香蕉干/片,食品
tb,50013095,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>杏仁/杏干,食品
tb,50013096,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>椰子片,食品
tb,50013097,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>樱桃,食品
tb,50013101,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>柚脯/柚干,食品
tb,50013098,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>芋头条,食品
tb,50013099,零食/坚果/特产>蜜饯/枣类/梅/果干/冻干>枣类制品,食品
tb,50008613,零食/坚果/特产>牛肉干/猪肉脯/卤味零食(父级类目),食品
tb,50009849,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>鹅肉类,食品
tb,50008617,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>鸡肉零食,食品
tb,124224009,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>卤味素食,食品
tb,50009854,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>骆驼肉,食品
tb,50009846,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>驴肉,食品
tb,50008616,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>牛肉类,食品
tb,201316502,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>人造肉零食,食品
tb,50008628,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>兔肉干/兔丁,食品
tb,50008618,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>鸭肉零食,食品
tb,50008630,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>羊肉类,食品
tb,50009866,零食/坚果/特产>牛肉干/猪肉脯/卤味零食>猪肉类,食品
tb,50008059,零食/坚果/特产>其它,食品
tb,124300002,零食/坚果/特产>巧克力(父级类目),食品
tb,50008055,零食/坚果/特产>巧克力/DIY巧克力,食品
tb,124468007,零食/坚果/特产>巧克力>白巧克力,食品
tb,124456021,零食/坚果/特产>巧克力>饼干巧克力,食品
tb,124512008,零食/坚果/特产>巧克力>果仁巧克力,食品
tb,124320001,零食/坚果/特产>巧克力>黑巧克力,食品
tb,126474004,零食/坚果/特产>巧克力>混合巧克力,食品
tb,124478011,零食/坚果/特产>巧克力>夹心巧克力,食品
tb,124312003,零食/坚果/特产>巧克力>牛奶巧克力,食品
tb,124466010,零食/坚果/特产>巧克力>巧克力酱,食品
tb,124302002,零食/坚果/特产>巧克力>巧克力制品,食品
tb,124492008,零食/坚果/特产>巧克力>松露巧克力,食品
tb,50012981,零食/坚果/特产>山核桃/坚果/炒货(父级类目),食品
tb,50012999,零食/坚果/特产>山核桃/坚果/炒货>白果/银杏果,食品
tb,50012990,零食/坚果/特产>山核桃/坚果/炒货>鲍鱼果,食品
tb,50016429,零食/坚果/特产>山核桃/坚果/炒货>豆类制品,食品
tb,50012991,零食/坚果/特产>山核桃/坚果/炒货>瓜子,食品
tb,50012994,零食/坚果/特产>山核桃/坚果/炒货>核桃仁,食品
tb,50012996,零食/坚果/特产>山核桃/坚果/炒货>花生,食品
tb,126472004,零食/坚果/特产>山核桃/坚果/炒货>混合坚果,食品
tb,50012993,零食/坚果/特产>山核桃/坚果/炒货>即食板栗,食品
tb,50012985,零食/坚果/特产>山核桃/坚果/炒货>坚果制品,食品
tb,50012986,零食/坚果/特产>山核桃/坚果/炒货>开心果,食品
tb,50012982,零食/坚果/特产>山核桃/坚果/炒货>山核桃,食品
tb,50012989,零食/坚果/特产>山核桃/坚果/炒货>松子,食品
tb,50012987,零食/坚果/特产>山核桃/坚果/炒货>夏威夷果,食品
tb,50012988,零食/坚果/特产>山核桃/坚果/炒货>香榧,食品
tb,50013000,零食/坚果/特产>山核桃/坚果/炒货>小银杏,食品
tb,50012998,零食/坚果/特产>山核桃/坚果/炒货>杏仁/巴旦木,食品
tb,50012997,零食/坚果/特产>山核桃/坚果/炒货>腰果,食品
tb,50012983,零食/坚果/特产>山核桃/坚果/炒货>长寿果/碧根果,食品
tb,50012992,零食/坚果/特产>山核桃/坚果/炒货>榛子,食品
tb,50012995,零食/坚果/特产>山核桃/坚果/炒货>纸皮/薄皮核桃,食品
tb,50016091,零食/坚果/特产>糖果零食/果冻/布丁(父级类目),食品
tb,127676023,零食/坚果/特产>糖果零食/果冻/布丁>薄荷糖,食品
tb,50016093,零食/坚果/特产>糖果零食/果冻/布丁>果冻/布丁,食品
tb,50016092,零食/坚果/特产>糖果零食/果冻/布丁>口香糖,食品
tb,50008056,零食/坚果/特产>糖果零食/果冻/布丁>糖果,食品
tb,201158302,零食/坚果/特产>糖果零食/果冻/布丁>喜糖,食品
tb,50024607,零食/坚果/特产>新鲜蛋糕,食品
tb,50009556,零食/坚果/特产>鱿鱼丝/鱼干/海味即食(父级类目),食品
tb,50009561,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>贝系列,食品
tb,50013054,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>海参即食,食品
tb,50013057,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>海带零食,食品
tb,50009562,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>海苔系列,食品
tb,50009559,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>即食虾零食,食品
tb,50009557,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>即食鱿鱼零食,食品
tb,50009558,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>即食鱼零食,食品
tb,50009560,零食/坚果/特产>鱿鱼丝/鱼干/海味即食>蟹系列,食品
tb,50018801,奶粉/辅食/营养品/零食>宝宝辅食(父级类目),食品-母婴
tb,50018598,奶粉/辅食/营养品/零食>宝宝辅食>菜粉/水果粉,食品-母婴
tb,50018597,奶粉/辅食/营养品/零食>宝宝辅食>果/菜/肉/混合泥,食品-母婴
tb,50018804,奶粉/辅食/营养品/零食>宝宝辅食>果汁/饮品,食品-母婴
tb,50006825,奶粉/辅食/营养品/零食>宝宝辅食>米粉/米糊/汤粥,食品-母婴
tb,50018802,奶粉/辅食/营养品/零食>宝宝辅食>面条,食品-母婴
tb,50018806,奶粉/辅食/营养品/零食>宝宝辅食>磨牙棒/饼干,食品-母婴
tb,50018803,奶粉/辅食/营养品/零食>宝宝辅食>肉松/鱼松,食品-母婴
tb,121404016,奶粉/辅食/营养品/零食>宝宝零食(父级类目),食品-母婴
tb,121454027,奶粉/辅食/营养品/零食>宝宝零食>果肉条,食品-母婴
tb,121456017,奶粉/辅食/营养品/零食>宝宝零食>海苔,食品-母婴
tb,121416017,奶粉/辅食/营养品/零食>宝宝零食>奶酪,食品-母婴
tb,121484023,奶粉/辅食/营养品/零食>宝宝零食>奶片,食品-母婴
tb,121484022,奶粉/辅食/营养品/零食>宝宝零食>泡芙,食品-母婴
tb,121448015,奶粉/辅食/营养品/零食>宝宝零食>溶溶豆,食品-母婴
tb,121422026,奶粉/辅食/营养品/零食>宝宝零食>肉肠,食品-母婴
tb,121422025,奶粉/辅食/营养品/零食>宝宝零食>糖果,食品-母婴
tb,50014813,奶粉/辅食/营养品/零食>其它,食品-母婴
tb,121448014,奶粉/辅食/营养品/零食>婴幼儿调味品（新）(父级类目),食品-母婴
tb,121366028,奶粉/辅食/营养品/零食>婴幼儿调味品（新）>食用油,食品-母婴
tb,121418019,奶粉/辅食/营养品/零食>婴幼儿调味品（新）>调料,食品-母婴
tb,127596001,奶粉/辅食/营养品/零食>婴幼儿液态奶,饮料-母婴
tb,50018808,奶粉/辅食/营养品/零食>婴幼儿营养品(父级类目),饮料-母婴
tb,50018812,奶粉/辅食/营养品/零食>婴幼儿营养品>DHA/核桃油,食品-母婴
tb,50005772,奶粉/辅食/营养品/零食>婴幼儿营养品>蛋白粉,食品-母婴
tb,50016097,奶粉/辅食/营养品/零食>婴幼儿营养品>钙铁锌,食品-母婴
tb,50018809,奶粉/辅食/营养品/零食>婴幼儿营养品>牛初乳,食品-母婴
tb,50018840,奶粉/辅食/营养品/零食>婴幼儿营养品>葡萄糖,食品-母婴
tb,50018837,奶粉/辅食/营养品/零食>婴幼儿营养品>清凉/调理/奶伴,食品-母婴
tb,201218720,奶粉/辅食/营养品/零食>婴幼儿营养品>乳铁蛋白,食品-母婴
tb,50016098,奶粉/辅食/营养品/零食>婴幼儿营养品>维生素,食品-母婴
tb,50018811,奶粉/辅食/营养品/零食>婴幼儿营养品>益生菌,食品-母婴
tb,123544003,奶粉/辅食/营养品/零食>婴幼儿营养品>婴幼儿保健食品,食品-母婴
tb,50018836,奶粉/辅食/营养品/零食>婴幼儿营养品>鱼肝油,食品-母婴
tb,50050359,水产肉类/新鲜蔬果/熟食(父级类目),食品
tb,123222007,水产肉类/新鲜蔬果/熟食>冰淇淋/冻品,食品
tb,50012382,水产肉类/新鲜蔬果/熟食>蛋/蛋制品(父级类目),食品
tb,50050688,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>加工蛋类及蛋制品(父级类目),食品
tb,50016809,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>加工蛋类及蛋制品>其它,食品
tb,50050692,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>加工蛋类及蛋制品>松花/皮蛋,食品
tb,50050690,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>加工蛋类及蛋制品>咸鸭蛋,食品
tb,50050687,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类(父级类目),食品
tb,123228003,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>鹅蛋,食品
tb,50050689,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>鸽蛋,食品
tb,201173823,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>活珠子/毛胚蛋,食品
tb,50012385,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>鸡蛋,食品
tb,50012387,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>其它,食品
tb,50012386,水产肉类/新鲜蔬果/熟食>蛋/蛋制品>鲜活蛋类>鸭蛋,食品
tb,50050371,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品(父级类目),食品
tb,50050701,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类(父级类目),食品
tb,50016803,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>鲍鱼,食品
tb,50050712,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>北极贝,食品
tb,50016795,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>贝类制品,食品
tb,123216003,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>蛏子,食品
tb,50016802,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>干贝/瑶柱,食品
tb,123194006,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>海螺,食品
tb,123198003,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>蓝口贝,食品
tb,50025698,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>泥螺,食品
tb,50016808,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>其它,食品
tb,123234006,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>青口贝,食品
tb,123200007,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>扇贝,食品
tb,123260002,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>扇贝柱,食品
tb,122102001,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>生蚝,食品
tb,123230002,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>夏夷贝,食品
tb,123232003,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>象拔蚌,食品
tb,123250003,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>贝类>紫口贝,食品
tb,50016772,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>海参,食品
tb,201381612,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>海胆,食品
tb,201152404,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>海鲜水产礼盒套装,食品
tb,50016801,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>海蜇,食品
tb,50016806,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>甲鱼,食品
tb,50050694,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>墨鱼/乌贼(父级类目),食品
tb,50050714,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>墨鱼/乌贼>冷冻墨鱼,食品
tb,50016798,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>墨鱼/乌贼>墨鱼干,食品
tb,50050715,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>墨鱼/乌贼>墨鱼丸/花枝丸,食品
tb,201383901,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>牛蛙/蛙类制品,食品
tb,50025692,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>其它,食品
tb,201272478,水产肉类/新鲜蔬果/熟食>海鲜/水产品/制品>水产制品(父级类目),食品
