source,cid,category description,sub_batch_name
tb,201271878,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>大豆异黄酮,食品
tb,125036027,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>葛根,食品
tb,125088024,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>灵芝/参类/石斛提取物,食品
tb,125076017,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>芦荟,食品
tb,125094020,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>玛咖提取物,食品
tb,125104027,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>蔓越莓,食品
tb,125098025,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>木瓜提取物,食品
tb,125098026,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>纳豆提取物,食品
tb,125092022,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>葡萄籽提取物,食品
tb,125030021,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>普通植物提取物,食品
tb,125056023,保健食品/膳食营养补充食品>普通膳食营养食品>植物精华/提取物>叶黄素/蓝莓/越橘提取物,食品
tb,125014001,保健食品/膳食营养补充食品>特殊医学用途配方食品(父级类目),食品
tb,125112004,保健食品/膳食营养补充食品>特殊医学用途配方食品>特殊医学用途食品(父级类目),食品
tb,125076004,保健食品/膳食营养补充食品>特殊医学用途配方食品>特殊医学用途食品>特殊医学用途食品,食品
tb,125054005,保健食品/膳食营养补充食品>特殊医学用途配方食品>特殊医学用途食品>特殊医学用途婴儿配方食品,食品
tb,124458005,茶(父级类目),饮料
tb,124508011,茶>白茶(新)(父级类目),饮料
tb,124510010,茶>白茶(新)>白毫银针,饮料
tb,124486012,茶>白茶(新)>白牡丹,饮料
tb,124488014,茶>白茶(新)>贡眉,饮料
tb,124462015,茶>白茶(新)>其它白茶,饮料
tb,124466012,茶>白茶(新)>寿眉,饮料
tb,201319503,茶>茶粉/茶膏/茶精/茶液/茶蜜,饮料
tb,201219307,茶>茶提货券(父级类目),饮料
tb,201231504,茶>茶提货券>白茶提货券,饮料
tb,201222613,茶>茶提货券>黑茶提货券,饮料
tb,201220714,茶>茶提货券>红茶提货券,饮料
tb,201229708,茶>茶提货券>花草茶/代用茶提货券,饮料
tb,201223312,茶>茶提货券>黄茶提货券,饮料
tb,201220611,茶>茶提货券>绿茶提货券,饮料
tb,201217910,茶>茶提货券>普洱提货券,饮料
tb,201228509,茶>茶提货券>乌龙茶提货券,饮料
tb,124388001,茶>代用/花草/水果/再加工茶(父级类目),饮料
tb,50008612,茶>代用/花草/水果/再加工茶>代用/花草茶,饮料
tb,50010421,茶>代用/花草/水果/再加工茶>花果果粒茶,饮料
tb,50016236,茶>代用/花草/水果/再加工茶>再加工茶/配方茶/调味茶,饮料
tb,124390001,茶>代用/花草/水果/再加工茶>组合型花茶,饮料
tb,124494008,茶>黑茶(新)(父级类目),饮料
tb,124484016,茶>黑茶(新)>安化黑茶,饮料
tb,124484015,茶>黑茶(新)>六堡茶,饮料
tb,124456024,茶>黑茶(新)>其它黑茶,饮料
tb,124386002,茶>红茶（新）(父级类目),饮料
tb,124392004,茶>红茶（新）>滇红,饮料
tb,124372005,茶>红茶（新）>金骏眉,饮料
tb,124360005,茶>红茶（新）>祁门红茶,饮料
tb,124392005,茶>红茶（新）>其它红茶,饮料
tb,124348004,茶>红茶（新）>正山小种,饮料
tb,50016235,茶>黄茶,饮料
tb,124636001,茶>绿茶（新）(父级类目),饮料
tb,124636002,茶>绿茶（新）>安吉白茶,饮料
tb,124630003,茶>绿茶（新）>碧螺春,饮料
tb,201306906,茶>绿茶（新）>峨眉山茶,饮料
tb,124646001,茶>绿茶（新）>黄山毛峰,饮料
tb,124642001,茶>绿茶（新）>六安瓜片,饮料
tb,124644001,茶>绿茶（新）>龙井茶（非西湖）,饮料
tb,124648001,茶>绿茶（新）>其它绿茶,饮料
tb,124630002,茶>绿茶（新）>日照绿茶,饮料
tb,124640001,茶>绿茶（新）>太平猴魁,饮料
tb,124638001,茶>绿茶（新）>西湖龙井,饮料
tb,124642002,茶>绿茶（新）>信阳毛尖,饮料
tb,50598001,茶>普洱,饮料
tb,124392002,茶>乌龙茶（新）(父级类目),饮料
tb,124350003,茶>乌龙茶（新）>大红袍,饮料
tb,124374002,茶>乌龙茶（新）>凤凰单丛,饮料
tb,124334003,茶>乌龙茶（新）>黑乌龙,饮料
tb,124332006,茶>乌龙茶（新）>其它乌龙茶,饮料
tb,124358002,茶>乌龙茶（新）>台湾高山茶,饮料
tb,124356006,茶>乌龙茶（新）>铁观音,饮料
tb,50020275,传统滋补营养品(父级类目),食品
tb,50015219,传统滋补营养品>阿胶膏方(父级类目),食品
tb,50015221,传统滋补营养品>阿胶膏方>阿胶膏/固元膏,食品
tb,50015222,传统滋补营养品>阿胶膏方>阿胶浆,食品
tb,50528001,传统滋补营养品>阿胶膏方>阿胶块,食品
tb,50015223,传统滋补营养品>阿胶膏方>阿胶原粉,食品
tb,50012191,传统滋补营养品>阿胶膏方>阿胶制品,食品
tb,50005945,传统滋补营养品>参类滋补品(父级类目),食品
tb,50005949,传统滋补营养品>参类滋补品>高丽参及其制品,食品
tb,50005947,传统滋补营养品>参类滋补品>人参/园参及其制品,食品
tb,50005946,传统滋补营养品>参类滋补品>山参,食品
tb,50005948,传统滋补营养品>参类滋补品>西洋参,食品
tb,125080007,传统滋补营养品>参茸贵细(父级类目),食品
tb,124140009,传统滋补营养品>参茸贵细>海参(父级类目),食品
tb,124108009,传统滋补营养品>参茸贵细>海参>干品/即食海参,食品
tb,124138008,传统滋补营养品>参茸贵细>海参>即食海参,食品
tb,124848002,传统滋补营养品>参茸贵细>海马,食品
tb,50020302,传统滋补营养品>参茸贵细>红景天,食品
tb,124252006,传统滋补营养品>参茸贵细>花胶/鱼胶,食品
tb,50015211,传统滋补营养品>参茸贵细>雪蛤/林蛙油(父级类目),食品
tb,50008908,传统滋补营养品>参茸贵细>雪蛤/林蛙油>其它雪蛤制品,食品
tb,50015213,传统滋补营养品>参茸贵细>雪蛤/林蛙油>雪蛤干,食品
tb,50015214,传统滋补营养品>参茸贵细>雪蛤/林蛙油>雪蛤油,食品
tb,124250006,传统滋补营养品>参茸贵细>元贝,食品
tb,50008046,传统滋补营养品>冬虫夏草,食品
tb,201218611,传统滋补营养品>蜂蜜及其制品(父级类目),食品
tb,50005773,传统滋补营养品>蜂蜜及其制品>蜂产品(父级类目),食品
tb,50012590,传统滋补营养品>蜂蜜及其制品>蜂产品>蜂巢素,食品
tb,50005777,传统滋补营养品>蜂蜜及其制品>蜂产品>蜂花粉,食品
tb,50005775,传统滋补营养品>蜂蜜及其制品>蜂产品>蜂胶,食品
tb,50005778,传统滋补营养品>蜂蜜及其制品>蜂产品>蜂蜜糖/蜂制品,食品
tb,50005776,传统滋补营养品>蜂蜜及其制品>蜂产品>蜂王浆,食品
tb,126520012,传统滋补营养品>蜂蜜及其制品>蜂产品>养蜂工具,食品
tb,50005774,传统滋补营养品>蜂蜜及其制品>蜂蜜,食品
tb,50015207,传统滋补营养品>枸杞及其制品(父级类目),食品
tb,50008048,传统滋补营养品>枸杞及其制品>枸杞,食品
tb,50015209,传统滋补营养品>枸杞及其制品>枸杞原浆/枸杞制品,食品
tb,50015194,传统滋补营养品>灵芝(父级类目),食品
tb,50015198,传统滋补营养品>灵芝>灵芝孢子粉,食品
tb,50015197,传统滋补营养品>灵芝>灵芝粉,食品
tb,50015196,传统滋补营养品>灵芝>灵芝片,食品
tb,50008047,传统滋补营养品>灵芝>其它灵芝产品,食品
tb,50015195,传统滋补营养品>灵芝>整枝灵芝,食品
tb,50015134,传统滋补营养品>鹿茸(父级类目),食品
tb,50015135,传统滋补营养品>鹿茸>鹿茸片,食品
tb,50015136,传统滋补营养品>鹿茸>鹿茸枝,食品
tb,50015137,传统滋补营养品>鹿茸>鹿制膏,食品
tb,50008045,传统滋补营养品>鹿茸>鹿制膏/鹿制品,食品
tb,50009980,传统滋补营养品>三七,食品
tb,50012186,传统滋补营养品>石斛/枫斗,食品
tb,124860002,传统滋补营养品>食疗滋补营养(父级类目),食品
tb,124834003,传统滋补营养品>食疗滋补营养>龟苓膏,食品
tb,50009979,传统滋补营养品>食疗滋补营养>山药及其制品,食品
tb,124830004,传统滋补营养品>食疗滋补营养>养生粉,食品
tb,124180007,传统滋补营养品>食疗滋补营养>养生膏,食品
tb,201222709,传统滋补营养品>食疗滋补营养>养生丸,食品
tb,124832003,传统滋补营养品>食疗滋补营养>药膳养生汤料,食品
tb,124870001,传统滋补营养品>食疗滋补营养>滋补凉茶,食品
tb,124848003,传统滋补营养品>食疗滋补营养>滋补营养糖,食品
tb,124872001,传统滋补营养品>食疗滋补营养>紫米,食品
tb,124092006,传统滋补营养品>燕窝滋补品(父级类目),食品
tb,124128007,传统滋补营养品>燕窝滋补品>即食燕窝,食品
tb,50008044,传统滋补营养品>燕窝滋补品>燕窝,食品
tb,126530022,传统滋补营养品>燕窝滋补品>燕窝制品,食品
tb,50010420,传统滋补营养品>养生茶,食品
tb,50015218,传统滋补营养品>药食同源食品(父级类目),食品
tb,50020309,传统滋补营养品>药食同源食品>白扁豆,食品
tb,50020308,传统滋补营养品>药食同源食品>白果,食品
tb,50050425,传统滋补营养品>药食同源食品>百合,食品
tb,50015227,传统滋补营养品>药食同源食品>藏红花,食品
tb,50009986,传统滋补营养品>药食同源食品>川贝,食品
tb,50009984,传统滋补营养品>药食同源食品>当归,食品
tb,50008665,传统滋补营养品>药食同源食品>风流果,食品
tb,50020310,传统滋补营养品>药食同源食品>佛手,食品
tb,50012190,传统滋补营养品>药食同源食品>茯苓,食品
tb,50020307,传统滋补营养品>药食同源食品>甘草,食品
tb,50050432,传统滋补营养品>药食同源食品>葛根,食品
tb,50050429,传统滋补营养品>药食同源食品>荷叶,食品
tb,50050434,传统滋补营养品>药食同源食品>黄精,食品
tb,50009983,传统滋补营养品>药食同源食品>黄芩,食品
tb,50020313,传统滋补营养品>药食同源食品>鸡内金,食品
tb,50020315,传统滋补营养品>药食同源食品>金银花,食品
tb,50020320,传统滋补营养品>药食同源食品>桔梗,食品
tb,50050430,传统滋补营养品>药食同源食品>橘皮,食品
tb,50012196,传统滋补营养品>药食同源食品>决明子,食品
tb,50050433,传统滋补营养品>药食同源食品>龙眼肉（桂圆）,食品
tb,50050145,传统滋补营养品>药食同源食品>芦荟,食品
tb,50020314,传统滋补营养品>药食同源食品>罗汉果,食品
tb,50050146,传统滋补营养品>药食同源食品>蚂蚁,食品
tb,50020306,传统滋补营养品>药食同源食品>玫瑰茄,食品
tb,50020305,传统滋补营养品>药食同源食品>牛蒡,食品
tb,50020318,传统滋补营养品>药食同源食品>胖大海,食品
tb,50015272,传统滋补营养品>药食同源食品>其他药食同源食品,食品
tb,50020312,传统滋补营养品>药食同源食品>芡实,食品
tb,50050428,传统滋补营养品>药食同源食品>肉桂,食品
tb,50050427,传统滋补营养品>药食同源食品>桑椹,食品
tb,50020319,传统滋补营养品>药食同源食品>桑叶,食品
tb,50020311,传统滋补营养品>药食同源食品>沙棘/沙棘原浆,食品
tb,50020317,传统滋补营养品>药食同源食品>砂仁,食品
tb,50050147,传统滋补营养品>药食同源食品>松花粉,食品
tb,50020322,传统滋补营养品>药食同源食品>酸枣仁,食品
tb,50020323,传统滋补营养品>药食同源食品>天门冬,食品
tb,50050431,传统滋补营养品>药食同源食品>杏仁,食品
tb,50050151,传统滋补营养品>药食同源食品>银杏,食品
tb,50020316,传统滋补营养品>药食同源食品>鱼腥草,食品
tb,124222013,传统滋补营养品>药食同源食品>枣,食品
tb,50050426,传统滋补营养品>药食同源食品>栀子,食品
tb,50020321,传统滋补营养品>药食同源食品>紫苏,食品
tb,201336503,传统滋补营养品>滋补经典方/精制中药材,食品
tb,50020296,传统滋补营养品>滋补养生原料(父级类目),食品
tb,50050417,传统滋补营养品>滋补养生原料>北沙参,食品
tb,50009985,传统滋补营养品>滋补养生原料>不老草,食品
tb,50007215,传统滋补营养品>滋补养生原料>传统滋补品其他,食品
tb,50020300,传统滋补营养品>滋补养生原料>丹参,食品
tb,50050413,传统滋补营养品>滋补养生原料>党参,食品
tb,50050419,传统滋补营养品>滋补养生原料>豆蔻,食品
tb,50020303,传统滋补营养品>滋补养生原料>杜仲,食品
tb,50050420,传统滋补营养品>滋补养生原料>广金钱草,食品
tb,50050421,传统滋补营养品>滋补养生原料>红花,食品
tb,123232002,传统滋补营养品>滋补养生原料>花生衣,食品
tb,201219910,传统滋补营养品>滋补养生原料>化橘红,食品
tb,50050416,传统滋补营养品>滋补养生原料>黄芪,食品
tb,123224003,传统滋补营养品>滋补养生原料>金蝉花,食品
tb,201230408,传统滋补营养品>滋补养生原料>辣木籽,食品
tb,50020304,传统滋补营养品>滋补养生原料>罗布麻,食品
tb,123190004,传统滋补营养品>滋补养生原料>玛咖干,食品
tb,50050424,传统滋补营养品>滋补养生原料>麦冬,食品
tb,50050418,传统滋补营养品>滋补养生原料>牛膝,食品
tb,50050149,传统滋补营养品>滋补养生原料>其它新食品原料类,食品
tb,50050423,传统滋补营养品>滋补养生原料>山茱萸,食品
tb,50020299,传统滋补营养品>滋补养生原料>生地黄,食品
tb,50020298,传统滋补营养品>滋补养生原料>熟地黄,食品
tb,50050422,传统滋补营养品>滋补养生原料>太子参,食品
tb,126000001,传统滋补营养品>滋补养生原料>桃胶,食品
tb,50008328,传统滋补营养品>滋补养生原料>天麻,食品
tb,50050415,传统滋补营养品>滋补养生原料>威灵仙,食品
tb,50012195,传统滋补营养品>滋补养生原料>五加皮,食品
tb,50008674,传统滋补营养品>滋补养生原料>五味子,食品
tb,50009982,传统滋补营养品>滋补养生原料>雪莲,食品
tb,126334003,传统滋补营养品>滋补养生原料>雪燕,食品
tb,201221012,传统滋补营养品>滋补养生原料>养生泡酒料,食品
tb,50015228,传统滋补营养品>滋补养生原料>益母草,食品
tb,50050150,传统滋补营养品>滋补养生原料>蛹虫草,食品
tb,123238003,传统滋补营养品>滋补养生原料>皂角米,食品
tb,50050414,传统滋补营养品>滋补养生原料>珍珠粉,食品
